TYPE,URL,IP
AZORult,bii8.gdn/3/,5.100.156.83
Lokibot,scoth.ml/roft/zusk/PvqDq929BSx_A_D_M1n_a.php,89.46.222.20
Pony,dakta.ru/Pn/admin.php,78.108.95.116
Sateto,eowxgliaujppfl7m.onion.link/hj2gr/login,103.198.0.2
Tesla,skadams1.fav.al/st/login.php,109.104.158.140
FormBook,skadams1.fav.al/fg/config.php?account=admin,109.104.158.140
Pony,bello.flu.cc/ml/vrs/sly5/pny/panel/admin.php,155.94.252.52
Pony,batsyla.lisx.ru/admin.php,217.29.53.93
FormBook,upd3.fav.al/fg/config.php?account=admin,109.104.158.140
Tesla,upd3.fav.al/st/login.php,109.104.158.140
Tesla,servitalents.com/2/WebPanel/login.php,200.74.241.42
Pony,jimmyxyz.com/jimmy/admin.php,87.121.98.40
Pony,jimmyxyz.com/jimmy2/admin.php,87.121.98.40
Pony,jimmyxyz.com/evans/admin.php,87.121.98.40
Pony,jimmyxyz.com/chima/admin.php,87.121.98.40
Pony,jimmyxyz.com/003/admin.php,87.121.98.40
Pony,jimmyxyz.com/002/admin.php,87.121.98.40
Pony,jimmyxyz.com/001/admin.php,87.121.98.40
Stealer,alessa-kw.com/dede/PHP/,103.73.190.234
Pony,www.uoslayyah.com/ftp/panel/admin.php,192.152.0.148
Tesla,domainkillz.life/az/login.php,31.220.40.91
AZORult,loki25.com/a/,185.211.244.129
Pony,rolyjones.com.br/mina/admin.php,191.252.142.98
AZORult,karavan.pluton-host.ru/,185.211.244.129
Zezin,dd0s.xyz/login.php,173.212.227.41
Lokibot,192.152.0.228/memo/PvqDq929BSx_A_D_M1n_a.php,
Lokibot,younqone.com/bilbo/Panel/five/PvqDq929BSx_A_D_M1n_a.php,31.220.40.91
Zezin,159.224.138.20/panel/login.php,
Lokibot,graceisall.com/frank/Panel/five/PvqDq929BSx_A_D_M1n_a.php,185.141.25.242
Pony,bettyempl.us/user/panelnew/admin.php,80.211.151.195
Pony,bettyempl.us/chocho/panelnew/admin.php,80.211.151.195
Pony,bettyempl.us/milli/panelnew/admin.php,80.211.151.195
Pony,tibr.nut.cc/ml/vrs/timbr2/pny/panel/admin.php,155.94.252.49
Zezin,iniosmiaw.pw/pm1a/login.php,37.1.201.91
Pony,hotelexcelsior.com.np/cli/panelnew/admin.php,180.210.201.21
Tesla,18.220.117.44/login.php,
JackPos,50.6.46.26/,
JackPos,004b0bdd1.c11.ixsecure.com/,50.6.46.26
AZORult,menfly.pw/,207.174.212.128
AZORult,185.207.204.48/a/,
AZORult,homorhabu.com/,191.101.245.101
Pony,coldheaded.us/din/admin.php,98.142.221.58
AZORult,karavan.pluton-host.ru/index.php,185.211.244.129
Lokibot,oloshilogs.gq/nato/wp-content/Panel/five/PvqDq929BSx_A_D_M1n_a.php,148.66.137.32
Unknown,rpc2.gdn/start/,93.88.74.227
Pony,mfmqatar.com/un/gigs/admin.php,198.38.82.246
Pony,46.183.223.240/p/admin.php,
ASPC,54.36.12.175/,
Pony,laximdiamond.com/lam/panel/admin.php,45.122.138.22
Pony,cairocartoon.com/css/admin.php,199.30.52.61
Lokibot,185.165.29.121/error404/PvqDq929BSx_A_D_M1n_a.php,
Pony,185.165.29.121/thatboi/admin.php,
Lokibot,185.165.29.121/cgi_bin/PvqDq929BSx_A_D_M1n_a.php,
Lokibot,185.165.29.121/mt/PvqDq929BSx_A_D_M1n_a.php,
Lokibot,185.165.29.121/revm/PvqDq929BSx_A_D_M1n_a.php,
KeyBase,www.al-wahd.com/images/web/login.php,212.76.85.84
Pony,mfmqatar.com/deuxes/gigs/admin.php,198.38.82.246
Tesla,zinibannysocial.com/tesla/Web/login.php,78.128.92.155
Lokibot,172.82.144.136/ricco/five/PvqDq929BSx_A_D_M1n_a.php,
AZORult,jncjcb.com/,144.76.61.231
Lokibot,194.187.249.80/as/a/PvqDq929BSx_A_D_M1n_a.php,
Lokibot,194.187.249.80/as/b/PvqDq929BSx_A_D_M1n_a.php,
Lokibot,194.187.249.80/as/c/PvqDq929BSx_A_D_M1n_a.php,
Tesla,char2.fav.al/st/login.php,109.104.158.140
FormBook,char2.fav.al/fg/config.php?account=admin,109.104.158.140
Citadel,193.0.179.109/Aw8zdiwVVWfM/cp.php?m=login,
Pony,a0173461.xsph.ru/vic/coreserver/admin.php,141.8.193.47
Lokibot,185.145.128.77/bukata/PvqDq929BSx_A_D_M1n_a.php,
Pony,185.165.29.114/igere3/03/admin.php,
Pony,hectikweek.ga:4663/adaesng/admin.php,176.10.124.203
Pony,megsi.nl/ken/admin.php,160.153.162.4
KeyBase,5thelementq8.com/web/login.php,170.10.160.112
Pony,jahisable.com/mikel/ponnie/admin.php,31.220.40.91
Citadel,192.152.0.224/joh/cp.php?m=login,
Lokibot,jahisable.com/uber/Panel/five/PvqDq929BSx_A_D_M1n_a.php,31.220.40.91
Pony,domnaostrove.biz/edu/panel/admin.php,69.73.180.161
Lokibot,metalurgicaruedams.me/lord/brutegrace/five/PvqDq929BSx_A_D_M1n_a.php,111.90.147.113
Lokibot,gamesarena.gdn/configsettings/winning4cj/PvqDq929BSx_A_D_M1n_a.php,209.182.199.168
Lokibot,gamesarena.gdn/donjykes/PvqDq929BSx_A_D_M1n_a.php,209.182.199.168
Lokibot,gamesarena.gdn/startsetup/startup5ed/PvqDq929BSx_A_D_M1n_a.php,209.182.199.168
Lokibot,gamesarena.gdn/setup-bin/settingspascal/PvqDq929BSx_A_D_M1n_a.php,209.182.199.168
Lokibot,gamesarena.gdn/settings/settingsdu/PvqDq929BSx_A_D_M1n_a.php,209.182.199.168
Lokibot,gamesarena.gdn/flexysettings/settings4flexy/PvqDq929BSx_A_D_M1n_a.php,209.182.199.168
Pony,jvpreicision.com/oone/sleek/admin.php,91.234.99.151
Tesla,bpcgovyoyo.com/kati/login.php,101.99.69.129
AZORult,evaroma.zone/panel1/,198.54.116.113
AZORult,beuc-eu.com/portfolio/,198.54.126.39
Lokibot,bandllnc.com/Iamrich/PvqDq929BSx_A_D_M1n_a.php,101.99.75.185
Lokibot,bandllnc.com/razak/PvqDq929BSx_A_D_M1n_a.php,101.99.75.185
Lokibot,194.135.82.113/rattyboi/PvqDq929BSx_A_D_M1n_a.php,
Pony,aboukangaz.com/peevee/panel/admin.php,91.210.107.208
AZORult,legalson.com/,191.101.245.50
Lokibot,195482902.ga/kalad/five/PvqDq929BSx_A_D_M1n_a.php,173.254.243.2
Lokibot,195482902.ga/joey/five/PvqDq929BSx_A_D_M1n_a.php,173.254.243.2
Lokibot,195482902.ga/soft/five/PvqDq929BSx_A_D_M1n_a.php,173.254.243.2
Lokibot,192.152.0.117/adminto/five/PvqDq929BSx_A_D_M1n_a.php,
Lokibot,loki5.info/cash/five/PvqDq929BSx_A_D_M1n_a.php,82.118.242.100
Lokibot,lembe.flu.cc/ml/vrs/peta/lok/panel/PvqDq929BSx_A_D_M1n_a.php,155.94.252.52
Pony,xdij6438-001-site1.ftempurl.com/panel/admin.php,209.132.252.2
Pony,mypony.nl/admin.php,82.118.242.100
Pony,rubbymok.gsms.one/page/lanel/admin.php,216.158.235.250
AZORult,s.loveyou.xcution.pw/,109.248.200.23
Pony,russiancat1337.zzz.com.ua/admin.php,5.79.66.145
Unknown,aawi2gg0cfkzw.xcution.pw/,109.248.200.23
Unknown,chfnchc.xcution.pw/,109.248.200.23
Unknown,loveyou.xcution.pw/,109.248.200.23
Unknown,ring.xcution.pw/,109.248.200.23
Quant,ngay16.ru/buon/admin/index.php,165.227.195.252
Pony,translink.lk/wordpress/wp-includes/images/wlw/webdav/admin.php,198.136.51.90
Lokibot,perkasaloki.info/FireNation/five/PvqDq929BSx_A_D_M1n_a.php,82.118.242.100
Lokibot,alhadin.nl/Earl/five/PvqDq929BSx_A_D_M1n_a.php,82.118.242.100
Lokibot,stl-host.com/sid/PvqDq929BSx_A_D_M1n_a.php,5.153.10.226
Lokibot,willaimsclarke.com/lee/PvqDq929BSx_A_D_M1n_a.php,78.108.83.153
Lokibot,allstroyka.by/plugins/five/PvqDq929BSx_A_D_M1n_a.php,93.125.99.83
Stealer,work.chukzenter.tk/PHP/index.php,107.189.3.221
Pony,pviewfile.ru/ozo/admin.php,91.233.117.43
Lokibot,paylesssignandprinters.ca/OSI/Panel/PvqDq929BSx_A_D_M1n_a.php,69.90.161.175
CoinMiner,letstrytomoney.000webhostapp.com/,145.14.145.161
Pony,kingmullerdcib.org/rover/coreserver/admin.php,45.122.138.238
KeyBase,firstidea.org/wp-content/languages/web/login.php,107.180.51.29
Pony,exasperated-comprom.000webhostapp.com/ranger/sass/bootstrap/mixins/mixins1/admin.php,145.14.144.45
Pony,www.ricflair-net.cf/alozie/Server/admin.php,103.73.190.234
Pony,aradsporttabriz.com/ud/panelnew/admin.php,51.254.71.213
Lokibot,195.181.243.216/hhh/PvqDq929BSx_A_D_M1n_a.php,
AZORult,dalletenterprisesltd.com.md-hk-7.webhostbox.net/AZORult/,45.113.121.80
Pony,aacapitalsecurity.co.uk/css/slyopez/admin.php,69.197.191.162
Lokibot,84.200.4.67/~zadmin/fr1/Pvq.php,
Citadel,cbiraqi.com/smoke/atmos/cp.php?m=login,185.141.25.242
ZeuS,macrosoft.gq/z/cp.php?m=login,52.161.109.199
Lokibot,fredricklanehsc.ga/dupe/aunt/elect/count/upp/PvqDq929BSx_A_D_M1n_a.php,173.254.243.2
Lokibot,fredricklanehsc.ga/musa/sapien/tumb/asap/oriz/PvqDq929BSx_A_D_M1n_a.php,173.254.243.2
Lokibot,compraventaeloro.com/val/five/PvqDq929BSx_A_D_M1n_a.php,173.236.100.226
Pony,viz.fisbonline.com/jad/pu/admin.php,185.174.103.97
AZORult,safytume.bid/surfclub/,94.102.60.3
Pony,kinesk.com/scot/Reforte/admin.php,104.18.37.148
Unknown,needyoulove.pw/,109.248.200.23
Pony,arabnotification-001-site1.btempurl.com/admin.php,45.58.142.6
Pony,diahnnems.us/file/milli/panel/admin.php,94.177.242.35
Pony,diahnnems.us/file/miss/panel/admin.php,94.177.242.35
Pony,diahnnems.us/file/marry/panel/admin.php,94.177.242.35
Pony,diahnnems.us/file/chineke/panel/admin.php,94.177.242.35
Pony,diahnnems.us/clif/admin.php,94.177.242.35
Pony,greenfieldfertilizers.com/buggy/panel/admin.php,64.235.37.10
Pony,111.90.147.83/Panel/admin.php,
Lokibot,jeryterss.ga/khalid/wp-content/Panel/five/PvqDq929BSx_A_D_M1n_a.php,188.123.125.250
AZORult,188.241.68.104/123ASD783PPQ0852RCRC/,
Pony,gamestoredownload.download/donjykesp/donjykes/admin.php,209.182.213.90
AZORult,fadaehh.com/securitydatascreen/,191.101.245.101
Pony,gamestoredownload.download/settings/animationsettings/admin.php,209.182.213.90
Pony,gamestoredownload.download/settingsearl/settingsearl/admin.php,209.182.213.90
Mailer,rma.nwu.ac.za/media/import/media/m/login.php,143.160.36.103
Pony,popcornking.net/pop/panel/admin.php,209.182.193.155
Quant,filmsdays.top/q/admin/,85.217.170.186
Quant,mts2015stm.myjino.ru/q/admin/,81.177.135.151
Quant,45.32.94.55/q/admin/,
Pony,polestarownersclub.com.au/light/admin.php,27.121.64.113
Tesla,st1.fav.al/st/login.php,109.104.158.140
FormBook,st1.fav.al/fg/config.php?account=admin,109.104.158.140
AZORult,m3nfly.com/,185.217.92.50
Quant,dackdack.online/api2/admin/,45.79.218.235
vOlk,81.4.125.21/WebAdmin/,
Mazain,servb.zzz.com.ua/,5.79.66.145
Mazain,ovz1.winstrool0.67m36.vps.myjino.ru/andr/,81.177.165.220
Mazain,andver19.zzz.com.ua/,5.79.66.145
Mazain,droidgroup17.xyz/,153.92.6.34
AndroBot,test.agressivex.com/,46.30.40.103
Stealer,alessa-kw.com/dede/PHP/index.php,103.73.190.234
Zezin,185.117.73.105/panel/login.php,
Unknown,212.77.214.174/public/login,
Unknown,35.163.35.47/contarbr/index.php,
AZORult,sdjfklsdf2.win/online/,185.183.98.213
Pony,tweley.ga/web/pony/admin.php,178.159.36.241
Pony,whytepolo.ru/passmajic/Panel/admin.php,195.14.105.12
Lokibot,cbiraqi.com/ezep/Panel/five/PvqDq929BSx_A_D_M1n_a.php,185.141.25.242
Pony,tilepikinonies.gr/soja/admin.php,67.225.208.62
Quant,21072206.su/q/admin/index.php,188.166.252.68
Pony,shotgumscy.com/oldp/error/admin.php,103.63.2.208
Pony,shotgumscy.com/panel/admin.php,103.63.2.208
Pony,tweley.ga/webs/pony/admin.php,178.159.36.241
Pony,kingmullerdcib.org/ktwo/admin.php,45.122.138.238
Lokibot,gamestoredownload.download/animationsetup3/animation3kc/PvqDq929BSx_A_D_M1n_a.php,209.182.213.90
Lokibot,80.208.227.158/v33/PvqDq929BSx_A_D_M1n_a.php,
AZORult,babiruska.com/,47.88.156.43
Tesla,biznetvigater.com/mm/login.php,103.63.2.183
Pony,biznetvigater.com/ogabobboy/Panel/admin.php,103.63.2.183
Lokibot,newstuart.com/shy/Panel/five/PvqDq929BSx_A_D_M1n_a.php,31.220.40.91
Tesla,beritax.com/login.php,107.151.3.66
Tesla,gtrtooloo.com/WebPanel/login.php,195.14.105.12
Gorynych,escrowbot.ga/dfox/,107.150.61.98
AZORult,mike.rivalserver.com/~eebzbcip/a/,191.101.245.101
AZORult,mike.rivalserver.com/~wqpjevcp/a/,191.101.245.101
Pony,jennyxie.com/files/logs/backup/admin.php,98.142.221.58
ASPC,gtneifnsyrf.ga/,198.54.114.222
ASPC,54.36.12.175/,
Pony,topdottourism.co.za/good/admin.php,196.41.122.37
Pony,195.181.245.196/vppp/admin.php,
Citadel,casaroyai.com/hatom/cp.php?m=login,82.221.129.19
Pony,netpay.nut.cc/ml/vrs/timbr3/pny/panel/admin.php,45.58.51.51
AZORult,dark-file.ru/au/,217.107.219.81
AZORult,191.101.245.57/au/,
Pony,ammacharitabletrustkannur.com/auto/admin.php,173.236.100.226
ZeuS,89.38.132.142/~quarkexpress/zbot/cp.php?m=login,
Lokibot,omann.ir/awhy/PvqDq929BSx_A_D_M1n_a.php,36.110.114.130
AZORult,needyoulove.pw/s/,109.248.200.23
Lokibot,omann.ir/mighty/PvqDq929BSx_A_D_M1n_a.php,36.110.114.130
Pony,owenscorming.com/cus/dio/admin.php,103.73.190.234
Pony,owenscorming.com/chus/dio/admin.php,103.73.190.234
Pony,owenscorming.com/sof/dio/admin.php,103.73.190.234
AZORult,btckomok.name/,191.101.245.101
Pony,gamestoredownload.download/settingsbest/animationsettings/admin.php,209.182.213.90
Betabot,xmr-services.net/login.php,194.88.105.78
Lokibot,54.37.96.122/aguta/PvqDq929BSx_A_D_M1n_a.php,
AZORult,ilkaymamaev.nov.ru/,31.31.196.199
Pony,blinkerz.ml/bomm/trib/admin.php,89.46.222.20
Pony,gamestoredownload.download/captainbest/settings4captain/admin.php,209.182.213.90
Pony,starmoney.cf/somm/dio/admin.php,103.73.190.234
Pony,starmoney.cf/soft/dio/admin.php,103.73.190.234
Pony,starmoney.cf/kekere/dio/admin.php,103.73.190.234
Pony,starmoney.cf/dio/admin.php,103.73.190.234
Lokibot,u0437697.cp.regruhosting.ru/Admin/jamo/PvqDq929BSx_A_D_M1n_a.php,31.31.196.173
Quant,spainfootball.ru/q/admin/index.php,81.177.165.13
Stealer,cliten.microdoctor.com.br/MILLIONAIRES%20GAME/index.php,192.185.215.91
Lokibot,gamestoredownload.download/autoconfig/level3sp/PvqDq929BSx_A_D_M1n_a.php,209.182.213.90
Lokibot,estedoctorhair.com/os/Panel/PvqDq929BSx_A_D_M1n_a.php,185.115.242.197
Lokibot,gamestoredownload.download/configsettings/winning4cj/PvqDq929BSx_A_D_M1n_a.php,209.182.213.90
Lokibot,gamestoredownload.download/startsetup/startup5ed/PvqDq929BSx_A_D_M1n_a.php,209.182.213.90
Lokibot,u0431828.cp.regruhosting.ru/ADMIN/Charles/PvqDq929BSx_A_D_M1n_a.php,31.31.196.173
Lokibot,u0431828.cp.regruhosting.ru/ADMIN/Bobokay/PvqDq929BSx_A_D_M1n_a.php,31.31.196.173
Lokibot,euro-union-uk.com/042/PvqDq929BSx_A_D_M1n_a.php,104.24.124.36
Lokibot,tcoolonline.mobi/wp-admin/css/colors/blue/Panel/five/PvqDq929BSx_A_D_M1n_a.php,185.118.166.155
Lokibot,u0431828.cp.regruhosting.ru/WP-Content/Ben/PvqDq929BSx_A_D_M1n_a.php,31.31.196.173
Pony,whytepolo.ru/jesuschrist/Panel/admin.php,195.14.105.12
Gorynych,jnzyhvhlord.myjino.ru/Panel/,81.177.135.183
Pony,kingmullerdcib.org/tractors/poundsnation/admin.php,45.122.138.238
Pony,www.skylite.com.sa/map/admin.php,212.76.85.42
Pony,www.skylite.com.sa/skylite/admin.php,212.76.85.42
Pony,www.ogoadaeze.org/panel/admin.php,89.45.67.200
Pony,www.louloulisle.com/indon/fghvbjjh/jfgkjhj/kiiufg/Panel/admin.php,27.121.64.90
Pony,www.louloulisle.com/imgde/thxdcfgvhbjnkhgfdyukn/ghjklkjhg/ghkhg/Panel/admin.php,27.121.64.90
Lokibot,www.louloulisle.com/bin/demo/add/fast/old/Panel/five/PvqDq929BSx_A_D_M1n_a.php,27.121.64.90
Pony,mangiaine.com/bobventures/Panel/admin.php,103.63.2.183
Pony,www.tasdanlar.com.tr/bugatti/admin.php,188.132.157.120
Tesla,gtrtooloo.com/agent/login.php,195.14.105.12
Pony,gtrtooloo.com/panel/admin.php,195.14.105.12
Pony,loveclara.su/pony/admin.php,195.14.105.12
Betabot,bothobo.ru/test/login.php,195.14.105.12
Lokibot,thorasgardstorm.com/Panel/five/PvqDq929BSx_A_D_M1n_a.php,195.14.105.12
Lokibot,vividerenaz.com/del/PvqDq929BSx_A_D_M1n_a.php,195.14.105.12
Pony,whytepolo.ru/mrcharles/Panel/admin.php,195.14.105.12
Lokibot,bustaguy.ml/sam/PvqDq929BSx_A_D_M1n_a.php,195.14.105.12
Sateto,party-sale.online/login,85.25.197.133
Lokibot,ogaces.ru/michelle/PvqDq929BSx_A_D_M1n_a.php,195.14.105.12
Pony,greenfieldfertilizers.com/admin1/panel/admin.php,64.235.37.10
Pony,www.farketmez.net/pnx/admin.php,185.84.182.96
AZORult,191.101.245.54/au/,
Pony,aacapitalsecurity.co.uk/css/kenbro/admin.php,69.197.191.162
Pony,aacapitalsecurity.co.uk/css/ogboni/admin.php,69.197.191.162
Lokibot,fourrese.net/omar/Panel/five/PvqDq929BSx_A_D_M1n_a.php,185.141.25.242
TinyNuke,tinynuke.kimba.website/panel/login.php,199.188.200.96
Pony,101.99.84.46/somto/1/admin.php,
Lokibot,141.105.67.179/dekht969/PvqDq929BSx_A_D_M1n_a.php,
Gorynych,paypalim.beget.tech/new_folder/22/Panel/,87.236.19.18
KeyBase,religionguidelines.com/web/login.php,192.232.218.212
Pony,netly.nut.cc/ml/vrs/tmbr2/pny/panel/admin.php,204.93.177.47
AZORult,fadaehh.com/datacenterfolder/secureddatadrive/,191.101.245.101
Lokibot,ntgas.ml/fury/coop/PvqDq929BSx_A_D_M1n_a.php,89.46.222.20
Lokibot,lastlapsantos.info/jemp/PvqDq929BSx_A_D_M1n_a.php,104.31.91.215
Lokibot,sefanivc.com/bugs/PvqDq929BSx_A_D_M1n_a.php,104.27.129.27
Lokibot,80.209.226.87/v4/PvqDq929BSx_A_D_M1n_a.php,
KeyBase,ziraat-helpdesk.com/components/com_content/chisom/login.php,185.145.128.177
Alina,sampledomainlinux.com/~sampledo/wplog/adm.php,173.230.254.138
Pony,pony.33nets.com/Panel/admin.php,13.59.188.208
Pony,fourwaysgroup.com/jan2018/panel/admin.php,160.153.129.214
Pony,fourwaysgroup.com/bugash/panel/admin.php,160.153.129.214
Lokibot,vividerenaz.com/joh/PvqDq929BSx_A_D_M1n_a.php,178.250.245.138
AZORult,goiptechnologieetc.win/online/,195.133.145.205
AZORult,www.badgerlandshops.com/,47.88.156.30
AZORult,193.124.117.153/,
Pony,www.tcoolonline.mobi/wp-includes/ID3/Panel/admin.php,185.118.166.155
Quant,193.124.117.153/q/admin/index.php,
Unknown,genocheats.eu/Server/index.html,104.27.132.43
Pony,malaynbank.com/coo/dio/admin.php,103.73.190.234
Pony,apollos-security.com/zeff/kikz/admin.php,89.46.222.20
Pony,code-hub.ml/swiz/triv/admin.php,89.46.222.20
Pony,listhub.ml/loct/quez/admin.php,89.46.222.20
Pony,marbflop.cf/hobb/stof/admin.php,89.46.222.20
Pony,mr-as.ga/deds/flov/admin.php,89.46.222.20
Pony,sonoova.com/veta/dock/admin.php,89.46.222.20
Pony,tecowebs-it.com/weda/gold/admin.php,89.46.222.20
Pony,zpowersbattery.com/duct/prez/admin.php,89.46.222.20
Lokibot,apbco-co-za.tk/flat/seth/PvqDq929BSx_A_D_M1n_a.php,89.46.222.20
Lokibot,dos-bilz.ml/tilt/pond/PvqDq929BSx_A_D_M1n_a.php,89.46.222.20
Quant,windowsreport.stream/q/admin/,104.24.115.159
DarkVNC,95.211.153.134/login.php,
AZORult,pakedete.top/ST/,162.144.180.56
Pony,185.121.139.214/pon/admin.php,
Mazain,intergoodi666.myjino.ru/index.php,81.177.135.181
Neutrino,b0t.online/index.php?authkey=hitlerdidnothingwrong,195.154.237.84
AZORult,tevs.xyz/,156.67.222.79
Lokibot,omann.ir/walex/PvqDq929BSx_A_D_M1n_a.php,36.110.114.130
Lokibot,omann.ir/tpboss/PvqDq929BSx_A_D_M1n_a.php,36.110.114.130
Lokibot,omann.ir/swagger/PvqDq929BSx_A_D_M1n_a.php,36.110.114.130
Lokibot,omann.ir/enes/offi/ce/PvqDq929BSx_A_D_M1n_a.php,36.110.114.130
AZORult,5.101.1.38/a/,
Keitaro,erotiznet.com/admin/,37.252.13.60
WebInject,www.googl-1010-final.com/sys12content/,45.58.115.90
Pony,zltron.com/buchiboy/buchiboy/admin.php,151.80.218.192
Pony,zltron.com/buchi/buchi/admin.php,151.80.218.192
Pony,zltron.com/ebuka/ebuka/admin.php,151.80.218.192
Pony,zltron.com/lanre/lanre/admin.php,151.80.218.192
Pony,zltron.com/ugo/ugo/admin.php,151.80.218.192
Pony,zltron.com/web/web/admin.php,151.80.218.192
Pony,zltron.com/website/website/admin.php,151.80.218.192
Pony,mail.alghadjo.com/atina/panel/admin.php,192.232.223.161
Pony,arneropa.com/box1/panelnew/admin.php,169.255.59.27
Pony,www.eastar-tw.com/pk/error/error/admin.php,103.63.2.208
Pony,ae-bohsc.com/admin/admin.php,107.189.7.195
Pony,www.geminitila.com/Panel/admin.php,103.63.2.183
AZORult,89.223.30.132/111000111/,
CoinMiner,5.200.55.248/,
Mailer,www.centerweb.es/soporte/.eval/en/sys/cnn.php,195.154.57.124
Unknown,tedescomartins.hospedagemdesites.ws/contador1/,186.202.153.33
ZeuS,kcaima.ru/temple/cp.php?m=login,178.250.245.138
Pony,cyndaepharma.com/four/admin.php,178.250.245.138
Pony,medocheime.com/edu2/admin.php,178.250.245.138
Pony,minervaafoods.com/great/Reforte/admin.php,178.250.245.138
Lokibot,eroea.com/annonymous/PvqDq929BSx_A_D_M1n_a.php,178.250.245.138
Lokibot,vividerenaz.com/new1/PvqDq929BSx_A_D_M1n_a.php,178.250.245.138
Lokibot,whoyouhelp.ru/sunshine/PvqDq929BSx_A_D_M1n_a.php,178.250.245.138
Lokibot,www.mailsecuritysxyz.ru/ozo.ru/officework/PvqDq929BSx_A_D_M1n_a.php,178.250.245.138
Betabot,wehrmachtluftwaffe3213.ru/panel2/login.php,178.250.245.138
Tesla,temizlikhizmetleri.net/code/WebPanel/login.php,185.22.184.127
Lokibot,formypeople.ml/five/PvqDq929BSx_A_D_M1n_a.php,104.18.34.144
Pony,donotokar.us/elber/panel/admin.php,89.40.118.148
Pony,donotokar.us/YMCEO/panel/admin.php,89.40.118.148
Pony,medocheime.com/edu1/admin.php,178.250.245.138
Pony,cyndaepharma.com/three/admin.php,178.250.245.138
Pony,cyndaepharma.com/one/admin.php,178.250.245.138
Pony,cyndaepharma.com/two/admin.php,178.250.245.138
Pony,abletrade.usa.cc/28/admin.php,78.142.63.63
Pony,guanzeni.com/wp-admin/maint/PP/panel/admin.php,151.80.218.192
Pony,eze-bizz.info/eze/panel/admin.php,188.213.232.104
LiteHTTP,104.144.198.110/panel/login/,
Gorynych,appleid-lost-iphone.eu/,23.238.75.69
Tesla,besthacker.biz/WebPanel/login.php,212.1.210.51
LiteHTTP,k44sp5efyiar7fm4.onion/lite/login/,213.227.140.23
AZORult,azorneutrino.com/,144.76.173.214
AZORult,viebyqwe123.nl/a/,185.217.92.79
Pony,dydz.co.nf/sp/panel/admin.php,185.176.43.61
Lokibot,webapp-mpp2.com/Panel/five/PvqDq929BSx_A_D_M1n_a.php,36.110.114.130
Andromeda,crdshop.club/andro/,192.152.0.152
Lokibot,umunna.info/bestfile/Panel/five/PvqDq929BSx_A_D_M1n_a.php,37.72.171.98
SpyEye,ars-crypter.livehost.fr/Form/,178.32.102.34
CoinMiner,cx48318.tmweb.ru/,92.53.96.153
AZORult,hashtop.biz/,88.99.96.4
Pony,194.67.218.71/admin.php,
CoinMiner,cq95452.tmweb.ru/,92.53.96.119
CoinMiner,cd83872.tmweb.ru/,92.53.96.159
CoinMiner,cq10470.tmweb.ru/,92.53.96.126
CoinMiner,cp06469.tmweb.ru/,92.53.96.158
CoinMiner,cb39666.tmweb.ru/,92.53.96.133
CoinMiner,cq38746.tmweb.ru/,92.53.96.153
CoinMiner,uomomo.tmweb.ru/,176.57.216.209
Stealer,ct56883.tmweb.ru/index.php,92.53.96.136
Stealer,ce11471.tmweb.ru/eske/index.php,92.53.96.165
Betabot,beritax.com/panel/login.php,188.214.132.206
Blue,sp0k3rytofficialsite.altervista.org/WebPanel/login.php,138.201.122.204
Blue,gaming4life.org/gf554gh53f3f5353g25j32523gflku2h4/Blue_Botnet/WebPanel/login.php,90.254.139.141
Blue,lolmio.altervista.org/blub/login.php,104.28.2.97
Blue,volambachkim.com/panel/login.php,103.18.6.165
Tesla,alibiz.group/tesla/WebPanel/login.php,104.219.248.108
Tesla,alibiz.group/WebPanel/login.php,104.219.248.108
Tesla,gonstarkae.cool/WebPanel/login.php,27.121.68.30
Tesla,www.asiachern-tx.com/WebPanel/login.php,89.45.67.50
Tesla,binancesupport.com/WebPanel/login.php,194.88.105.76
Tesla,dropboxing.world/WebPanel/login.php,176.123.0.55
Tesla,onlinebtc4u.com/WebPanel/login.php,200.74.241.169
Tesla,dominicana1.com/WebPanel/login.php,162.213.123.155
Tesla,m3ss4g3rtesla.com/WebPanel/login.php,91.234.194.249
Tesla,propertyvision.eu/WebPanel/login.php,94.242.223.115
Blue,dattieclavong.com/WebPanel/login.php,125.212.243.110
Lokibot,d4t.com.mx/genpop/webpanel/PvqDq929BSx_A_D_M1n_a.php,63.143.35.242
Quant,go1pro.in/q/admin/,80.211.164.74
AZORult,b-cointrade.com/sti/,191.101.245.101
AZORult,gidrevi4.org/,191.101.245.101
AZORult,zenobox.eu/,191.101.245.101
AZORult,chebnkd.datacntrsecured.com/,191.101.245.101
AZORult,bitcoinn1.com/stil1/,191.101.245.101
Betabot,reapernews.ml/news/login.php,31.220.40.91
Betabot,hlionggroup.com/pan/login.php,67.21.94.5
Betabot,net.mcrypto.tech/srv/login.php,153.92.6.96
Betabot,v55575192.wirt22.bhlink.pl/kostek/login.php,91.237.52.9
Stealer,ce11471.tmweb.ru/eske/,92.53.96.165
Stealer,u19982p14980.web0119.zxcs.nl/Galili/,185.104.29.82
Stealer,www.mahgoubsons.ml/black/,45.122.138.238
Stealer,u19982p14983.web0119.zxcs.nl/Alhaji/,185.104.29.82
Zezin,mylongway.ga/club/login.php,185.169.229.112
Pony,okukupictures.ga/NDpapa/admin.php,130.185.250.34
Blue,lololol.netsons.org/WebPanel/login.php,46.252.157.8
